order_id,order_date,customer_id,product_id,quantity,unit_price,total_amount
ORD00076,2025-11-03,CUST0385,PRD229,2,148.56,297.12
ORD00077,2025-05-29,CUST0734,PRD393,1,61.06,61.06
ORD00078,2024-12-12,CUST0701,PRD492,5,98.24,491.18
ORD00079,2025-08-23,CUST0996,PRD394,4,87.23,348.9
ORD00080,2025-06-28,CUST0460,PRD327,3,188.41,565.22
ORD00081,2025-01-23,CUST1334,PRD467,2,161.56,323.12
ORD00082,2025-05-02,CUST0994,PRD129,3,38.82,116.47
ORD00083,2025-09-15,CUST0676,PRD471,4,188.94,755.77
ORD00084,2025-09-18,CUST1570,PRD124,4,83.67,334.66
ORD00085,2025-10-19,CUST1246,PRD375,3,77.08,231.24
ORD00086,2025-11-01,CUST1757,PRD431,2,187.53,375.05
ORD00087,2025-07-05,CUST1716,PRD244,1,60.6,60.6
ORD00088,2025-11-06,CUST1197,PRD183,4,103.31,413.25
ORD00089,2025-05-09,CUST1309,PRD345,3,60.5,181.5
ORD00090,2025-02-21,CUST1687,PRD381,5,151.7,758.49
ORD00091,2025-04-15,CUST0170,PRD457,5,14.8,74.0
ORD00092,2025-03-05,CUST0536,PRD202,4,78.58,314.31
ORD00093,2025-08-13,CUST0855,PRD500,4,90.75,363.0
ORD00094,2025-07-02,CUST0525,PRD243,3,88.72,266.17
ORD00095,2025-04-12,CUST1755,PRD365,5,53.61,268.07
ORD00096,2024-12-16,CUST0561,PRD067,4,41.35,165.41
ORD00097,2025-02-15,CUST0414,PRD342,3,85.4,256.2
ORD00098,2025-02-08,CUST0715,PRD350,5,127.49,637.46
ORD00099,2025-08-10,CUST0936,PRD415,2,132.06,264.12
ORD00100,2025-04-29,CUST0760,PRD437,5,183.68,918.42
ORD00101,2025-11-11,CUST1109,PRD430,5,199.06,995.32
ORD00102,2025-06-26,CUST1412,PRD032,4,146.55,586.2
ORD00103,2025-10-12,CUST1331,PRD152,3,181.51,544.53
ORD00104,2025-07-14,CUST1036,PRD012,4,139.06,556.24
ORD00105,2025-07-15,CUST1634,PRD131,2,83.45,166.91
ORD00106,2025-01-12,CUST1733,PRD448,4,42.95,171.79
ORD00107,2025-05-30,CUST0686,PRD284,3,172.27,516.81
ORD00108,2025-06-23,CUST1001,PRD100,3,143.01,429.03
ORD00109,2025-03-18,CUST1115,PRD022,2,16.02,32.03
ORD00110,2025-10-31,CUST1334,PRD318,5,118.51,592.57
ORD00111,2025-02-26,CUST0546,PRD201,1,107.73,107.73
ORD00112,2025-03-06,CUST0056,PRD141,1,134.2,134.2
ORD00113,2024-12-06,CUST1939,PRD298,5,158.07,790.37
ORD00114,2025-04-28,CUST1464,PRD271,1,70.55,70.55
ORD00115,2025-06-25,CUST1459,PRD001,3,125.88,377.64
ORD00116,2025-09-26,CUST1282,PRD460,5,122.23,611.16
ORD00117,2025-06-06,CUST0301,PRD187,5,106.25,531.25
ORD00118,2025-01-08,CUST0491,PRD280,1,78.5,78.5
ORD00119,2025-05-22,CUST1886,PRD239,1,155.2,155.2
ORD00120,2025-01-11,CUST0690,PRD154,1,25.48,25.48
ORD00121,2025-01-21,CUST1555,PRD033,3,162.48,487.45
ORD00122,2025-03-10,CUST1245,PRD305,3,150.82,452.46
ORD00123,2025-04-01,CUST1450,PRD076,5,90.33,451.64
ORD00124,2025-03-20,CUST0865,PRD433,3,67.64,202.91
ORD00125,2025-09-08,CUST0187,PRD292,4,94.06,376.24
ORD00126,2025-08-13,CUST0253,PRD418,2,62.75,125.5
ORD00127,2025-10-27,CUST1900,PRD344,1,40.76,40.76
ORD00128,2025-03-05,CUST1458,PRD041,3,15.66,46.99
ORD00129,2025-10-01,CUST0677,PRD228,3,167.13,501.39
ORD00130,2025-09-02,CUST0195,PRD267,5,174.34,871.69
ORD00131,2025-03-11,CUST0621,PRD480,3,161.23,483.7
ORD00132,2025-04-02,CUST0197,PRD275,5,71.98,359.91
ORD00133,2025-11-13,CUST1064,PRD487,4,134.47,537.87
ORD00134,2025-11-13,CUST1326,PRD388,3,31.37,94.11
ORD00135,2025-03-17,CUST1301,PRD279,1,120.7,120.7
ORD00136,2025-10-31,CUST1561,PRD368,2,20.14,40.29
ORD00137,2025-11-06,CUST1209,PRD053,4,179.73,718.91
ORD00138,2025-08-03,CUST0313,PRD359,3,148.24,444.72
ORD00139,2025-01-24,CUST0542,PRD415,5,157.41,787.04
ORD00140,2025-03-18,CUST0544,PRD118,1,116.98,116.98
ORD00141,2025-04-28,CUST2000,PRD205,2,24.95,49.9
ORD00142,2025-06-27,CUST1333,PRD310,4,51.17,204.67
ORD00143,2025-10-31,CUST0823,PRD165,3,26.14,78.41
ORD00144,2025-07-18,CUST0781,PRD010,1,78.11,78.11
ORD00145,2025-03-25,CUST1169,PRD361,1,189.61,189.61
ORD00146,2024-12-31,CUST0808,PRD450,4,18.25,73.02
ORD00147,2025-06-04,CUST1208,PRD096,1,161.25,161.25
ORD00148,2025-03-25,CUST1352,PRD016,2,136.86,273.73
ORD00149,2025-03-13,CUST0613,PRD232,3,171.73,515.2
ORD00150,2025-10-01,CUST0173,PRD303,3,17.67,53.0
ORD00151,2025-03-29,CUST0974,PRD470,5,100.23,501.14
ORD00152,2025-01-16,CUST1947,PRD302,2,189.68,379.36
ORD00153,2024-12-20,CUST0547,PRD144,1,178.17,178.17
ORD00154,2025-06-29,CUST1257,PRD001,5,78.09,390.44
ORD00155,2025-11-23,CUST1198,PRD021,4,131.5,525.99
ORD00156,2025-08-09,CUST0534,PRD410,1,190.73,190.73
ORD00157,2025-03-08,CUST0204,PRD103,2,77.1,154.2
ORD00158,2025-03-31,CUST0445,PRD339,5,74.7,373.5
ORD00159,2025-11-13,CUST1357,PRD196,5,52.62,263.11
ORD00160,2024-12-22,CUST1438,PRD007,5,116.74,583.68
ORD00161,2025-08-01,CUST0148,PRD155,4,198.41,793.62
ORD00162,2025-08-18,CUST1642,PRD033,3,133.54,400.61
ORD00163,2025-01-09,CUST0020,PRD303,3,170.68,512.05
ORD00164,2025-03-11,CUST0825,PRD079,5,82.43,412.13
ORD00165,2025-03-11,CUST1650,PRD499,5,88.08,440.42
ORD00166,2025-07-14,CUST1125,PRD203,4,136.42,545.7
ORD00167,2025-06-11,CUST0908,PRD383,4,183.77,735.08
ORD00168,2025-02-16,CUST0396,PRD232,3,182.25,546.75
ORD00169,2025-03-03,CUST1395,PRD294,5,181.75,908.74
ORD00170,2025-02-20,CUST1424,PRD416,2,8.81,17.61
ORD00171,2025-07-03,CUST1250,PRD090,5,167.09,835.45
ORD00172,2025-03-08,CUST1388,PRD460,4,108.79,435.16
ORD00173,2025-03-09,CUST0580,PRD409,3,138.54,415.62
ORD00174,2025-09-10,CUST1920,PRD206,3,184.84,554.52
ORD00175,2025-02-19,CUST0331,PRD415,2,145.65,291.3
ORD00176,2025-09-07,CUST1794,PRD063,4,39.94,159.76
ORD00177,2025-09-04,CUST0014,PRD273,3,197.24,591.71
ORD00178,2025-11-06,CUST0534,PRD325,3,72.11,216.34
ORD00179,2025-02-10,CUST0075,PRD129,4,180.37,721.46
ORD00180,2025-01-02,CUST1176,PRD297,1,13.22,13.22
ORD00181,2025-09-07,CUST1375,PRD440,3,125.34,376.02
ORD00182,2025-02-24,CUST1223,PRD190,4,199.16,796.64
ORD00183,2025-03-11,CUST1100,PRD455,1,105.03,105.03
ORD00184,2025-03-13,CUST0227,PRD178,4,63.64,254.55
ORD00185,2025-07-05,CUST1944,PRD225,4,86.59,346.34
ORD00186,2025-02-09,CUST0381,PRD083,4,102.74,410.95
ORD00187,2025-06-16,CUST0871,PRD459,5,6.96,34.78
ORD00188,2024-12-17,CUST1074,PRD206,2,57.12,114.24
ORD00189,2025-11-02,CUST0517,PRD386,3,92.64,277.93
ORD00190,2024-12-15,CUST1804,PRD187,3,72.84,218.52
ORD00191,2025-02-27,CUST1577,PRD377,5,69.47,347.34
ORD00192,2025-10-25,CUST1831,PRD320,2,111.91,223.81
ORD00193,2025-05-05,CUST0162,PRD001,4,176.84,707.35
ORD00194,2025-08-29,CUST1298,PRD347,4,74.49,297.95
ORD00195,2024-12-13,CUST1076,PRD008,2,40.72,81.45
ORD00196,2025-07-29,CUST1107,PRD345,1,175.98,175.98
ORD00197,2025-03-30,CUST0086,PRD454,2,159.03,318.07
ORD00198,2025-09-04,CUST0120,PRD128,2,10.56,21.12
ORD00199,2025-10-05,CUST0702,PRD405,1,23.91,23.91
ORD00200,2025-07-08,CUST1198,PRD420,3,27.53,82.59
ORD00201,2025-04-20,CUST1109,PRD346,2,23.36,46.71
ORD00202,2025-04-07,CUST0265,PRD311,5,92.91,464.55
ORD00203,2025-07-12,CUST1403,PRD185,4,154.27,617.06
ORD00204,2024-12-08,CUST1195,PRD002,2,56.77,113.55
ORD00205,2024-12-02,CUST1762,PRD398,5,152.79,763.93
ORD00206,2025-06-19,CUST1812,PRD027,5,19.64,98.21
ORD00207,2025-04-18,CUST1848,PRD242,2,88.32,176.65
ORD00208,2025-03-01,CUST0952,PRD058,3,149.86,449.59
ORD00209,2024-12-25,CUST1303,PRD020,4,138.66,554.63
ORD00210,2025-02-15,CUST1484,PRD273,1,56.52,56.52
ORD00211,2025-08-28,CUST1458,PRD158,3,193.61,580.83
ORD00212,2025-01-26,CUST1413,PRD145,4,120.3,481.22
ORD00213,2025-04-09,CUST1992,PRD471,3,178.27,534.8
ORD00214,2025-09-24,CUST1270,PRD062,2,20.14,40.27
ORD00215,2025-05-17,CUST1973,PRD245,2,78.89,157.77
ORD00216,2025-07-05,CUST1389,PRD231,1,105.29,105.29
ORD00217,2025-10-27,CUST1965,PRD469,2,150.85,301.69
ORD00218,2025-03-05,CUST0213,PRD361,1,197.89,197.89
ORD00219,2025-11-02,CUST0539,PRD213,4,94.43,377.71
ORD00220,2025-04-01,CUST0711,PRD089,1,163.18,163.18
ORD00221,2025-05-04,CUST1339,PRD419,2,34.68,69.35
ORD00222,2025-08-09,CUST1071,PRD058,1,47.32,47.32
ORD00223,2025-02-08,CUST0234,PRD461,1,24.56,24.56
ORD00224,2025-04-22,CUST0574,PRD467,2,172.55,345.11
ORD00225,2025-04-06,CUST1283,PRD383,4,12.55,50.2
ORD00226,2025-09-12,CUST1594,PRD089,1,73.15,73.15
ORD00227,2025-04-23,CUST1890,PRD088,5,111.19,555.93
ORD00228,2025-03-24,CUST1992,PRD111,3,148.16,444.49
ORD00229,2025-03-01,CUST1030,PRD121,4,52.2,208.8
ORD00230,2025-11-13,CUST1330,PRD450,5,22.07,110.36
ORD00231,2024-12-09,CUST1635,PRD230,3,126.67,380.0
ORD00232,2025-08-12,CUST0502,PRD152,2,26.2,52.4
ORD00233,2025-04-03,CUST0346,PRD027,1,92.7,92.7
ORD00234,2025-04-19,CUST0694,PRD448,1,53.23,53.23
ORD00235,2025-11-10,CUST0390,PRD339,3,79.81,239.43
ORD00236,2025-02-11,CUST1559,PRD351,1,40.07,40.07
ORD00237,2024-12-22,CUST1664,PRD018,1,23.48,23.48
ORD00238,2025-05-31,CUST1621,PRD322,2,67.85,135.7
ORD00239,2025-07-23,CUST1379,PRD451,2,165.01,330.02
ORD00240,2025-05-05,CUST0190,PRD441,4,128.21,512.85
ORD00241,2025-02-19,CUST1673,PRD417,2,65.61,131.21
ORD00242,2025-07-11,CUST1508,PRD075,3,65.68,197.03
ORD00243,2025-01-16,CUST0806,PRD297,5,165.42,827.09
ORD00244,2025-04-01,CUST0486,PRD435,4,10.74,42.97
ORD00245,2024-12-17,CUST1630,PRD376,1,58.65,58.65
ORD00246,2025-11-11,CUST1234,PRD492,4,41.29,165.16
ORD00247,2025-05-16,CUST0186,PRD021,3,138.48,415.44
ORD00248,2025-06-01,CUST0030,PRD498,4,128.93,515.72
ORD00249,2025-03-01,CUST0528,PRD142,1,36.84,36.84
ORD00250,2025-10-26,CUST1505,PRD335,2,154.4,308.79
ORD00251,2025-05-31,CUST0988,PRD389,5,123.92,619.61
ORD00252,2025-02-22,CUST0939,PRD372,4,76.79,307.18
ORD00253,2025-03-09,CUST1180,PRD043,3,102.63,307.89
ORD00254,2025-01-12,CUST0664,PRD216,2,41.32,82.63
ORD00255,2025-10-08,CUST0687,PRD057,3,105.21,315.63
ORD00256,2025-03-01,CUST1076,PRD287,1,44.31,44.31
ORD00257,2025-06-09,CUST1697,PRD068,3,37.33,112.0
ORD00258,2025-11-29,CUST0914,PRD428,1,111.29,111.29
ORD00259,2025-09-09,CUST1707,PRD440,5,140.91,704.57
ORD00260,2025-10-19,CUST0983,PRD037,4,77.74,310.96
ORD00261,2025-03-06,CUST0621,PRD339,2,128.38,256.75
ORD00262,2025-02-22,CUST1528,PRD256,1,50.13,50.13
ORD00263,2024-12-28,CUST1216,PRD211,5,166.62,833.08
ORD00264,2025-07-15,CUST1711,PRD090,5,53.87,269.35
ORD00265,2025-03-27,CUST1543,PRD111,1,78.77,78.77
ORD00266,2025-03-30,CUST1808,PRD335,4,187.48,749.93
ORD00267,2025-09-09,CUST0729,PRD264,2,43.54,87.09
ORD00268,2025-04-30,CUST0929,PRD127,3,174.9,524.69
ORD00269,2025-04-29,CUST1669,PRD433,5,70.42,352.09
ORD00270,2025-09-27,CUST1119,PRD140,5,60.89,304.43
ORD00271,2025-08-24,CUST0875,PRD120,1,41.01,41.01
ORD00272,2025-04-23,CUST1175,PRD178,3,113.33,340.0
ORD00273,2024-12-24,CUST0199,PRD322,2,20.28,40.56
ORD00274,2025-08-18,CUST1619,PRD316,5,111.18,555.92
ORD00275,2025-05-30,CUST1567,PRD064,3,165.06,495.17
ORD00276,2025-04-27,CUST0012,PRD309,4,75.01,300.05
ORD00277,2025-07-17,CUST0269,PRD286,4,105.26,421.03
ORD00278,2024-12-29,CUST1485,PRD150,4,99.91,399.65
ORD00279,2025-11-30,CUST0822,PRD446,2,74.36,148.72
ORD00280,2025-02-02,CUST1319,PRD335,5,134.77,673.86
ORD00281,2025-07-22,CUST1241,PRD134,1,13.95,13.95
ORD00282,2025-10-31,CUST1440,PRD380,2,71.84,143.68
ORD00283,2025-09-11,CUST0790,PRD141,1,112.08,112.08
ORD00284,2025-11-14,CUST0424,PRD112,5,47.14,235.69
ORD00285,2025-03-01,CUST0525,PRD007,1,6.18,6.18
ORD00286,2025-11-09,CUST0231,PRD240,1,161.51,161.51
ORD00287,2024-12-09,CUST0682,PRD081,3,192.34,577.02
ORD00288,2025-02-08,CUST0870,PRD435,4,102.69,410.78
ORD00289,2025-04-20,CUST1109,PRD051,2,99.74,199.47
ORD00290,2025-01-08,CUST1149,PRD002,5,185.92,929.59
ORD00291,2025-10-14,CUST1404,PRD041,4,50.4,201.62
ORD00292,2025-07-14,CUST1330,PRD330,3,174.88,524.63
ORD00293,2025-10-23,CUST1098,PRD237,1,51.88,51.88
ORD00294,2025-11-26,CUST1430,PRD182,1,75.59,75.59
ORD00295,2025-08-16,CUST0882,PRD407,2,97.81,195.63
ORD00296,2025-11-25,CUST1668,PRD128,2,24.77,49.55
ORD00297,2025-03-23,CUST1102,PRD119,4,118.32,473.29
ORD00298,2025-03-20,CUST1694,PRD072,3,39.23,117.68
ORD00299,2025-02-01,CUST0492,PRD212,3,154.56,463.69
ORD00300,2025-10-14,CUST1355,PRD392,4,49.02,196.09
ORD00301,2025-09-04,CUST1689,PRD134,5,96.83,484.13
ORD00302,2025-04-13,CUST1583,PRD274,2,189.43,378.87
ORD00303,2025-10-17,CUST0583,PRD168,4,31.36,125.46
ORD00304,2025-09-26,CUST1052,PRD450,3,129.63,388.88
ORD00305,2025-11-20,CUST0783,PRD402,3,40.53,121.6
ORD00306,2025-10-16,CUST1116,PRD380,5,184.76,923.78
ORD00307,2025-01-17,CUST0003,PRD213,3,141.78,425.33
ORD00308,2025-06-06,CUST1315,PRD254,2,27.36,54.72
ORD00309,2025-11-24,CUST0186,PRD366,4,10.13,40.52
ORD00310,2025-05-19,CUST1864,PRD394,1,77.48,77.48
ORD00311,2025-04-14,CUST0563,PRD048,5,130.99,654.95
ORD00312,2025-03-14,CUST1036,PRD024,2,94.19,188.38
ORD00313,2025-04-25,CUST0824,PRD211,1,119.34,119.34
ORD00314,2025-07-29,CUST0573,PRD110,3,120.22,360.65
ORD00315,2025-07-29,CUST1890,PRD324,1,23.06,23.06
ORD00316,2025-01-30,CUST1722,PRD192,2,94.44,188.88
ORD00317,2024-12-15,CUST1114,PRD473,1,79.52,79.52
ORD00318,2024-12-04,CUST1815,PRD457,4,117.22,468.88
ORD00319,2025-05-12,CUST1111,PRD102,2,46.18,92.37
ORD00320,2025-07-12,CUST0712,PRD071,3,120.16,360.49
ORD00321,2025-05-13,CUST1352,PRD291,1,133.34,133.34
ORD00322,2025-09-24,CUST0117,PRD007,5,32.68,163.41
ORD00323,2025-02-21,CUST1884,PRD047,2,185.99,371.97
ORD00324,2025-09-08,CUST0572,PRD073,2,124.63,249.26
ORD00325,2025-11-28,CUST0425,PRD397,5,14.24,71.18
ORD00326,2025-05-27,CUST0497,PRD436,4,107.4,429.58
ORD00327,2025-01-25,CUST1835,PRD050,2,9.47,18.94
ORD00328,2025-04-21,CUST0534,PRD043,4,29.12,116.48
ORD00329,2025-06-27,CUST0225,PRD379,5,109.28,546.42
ORD00330,2025-08-29,CUST1266,PRD291,2,46.77,93.53
ORD00331,2025-08-02,CUST1975,PRD016,2,181.45,362.9
ORD00332,2025-02-10,CUST1819,PRD272,3,86.52,259.57
ORD00333,2025-10-26,CUST1587,PRD002,3,95.89,287.67
ORD00334,2025-01-13,CUST0430,PRD390,2,131.69,263.38
ORD00335,2025-11-01,CUST1610,PRD462,1,5.82,5.82
ORD00336,2025-03-02,CUST0552,PRD193,3,123.04,369.11
ORD00337,2025-01-13,CUST1072,PRD052,2,63.9,127.8
ORD00338,2025-01-15,CUST0984,PRD324,4,104.11,416.43
ORD00339,2025-10-30,CUST0580,PRD264,5,26.9,134.49
ORD00340,2025-10-17,CUST1354,PRD474,5,12.93,64.63
ORD00341,2025-07-28,CUST0984,PRD027,2,91.99,183.97
ORD00342,2025-04-11,CUST0683,PRD211,4,161.71,646.86
ORD00343,2025-08-31,CUST2000,PRD379,3,74.85,224.55
ORD00344,2025-05-21,CUST1013,PRD250,2,121.71,243.42
ORD00345,2024-12-09,CUST0232,PRD441,2,171.98,343.96
ORD00346,2025-02-16,CUST0950,PRD079,1,62.93,62.93
ORD00347,2025-11-30,CUST0848,PRD294,4,74.32,297.28
ORD00348,2025-02-20,CUST0446,PRD365,1,191.73,191.73
ORD00349,2025-11-28,CUST0014,PRD500,2,157.79,315.59
ORD00350,2025-10-29,CUST1923,PRD399,1,87.83,87.83
ORD00351,2024-12-11,CUST1710,PRD359,2,164.84,329.69
ORD00352,2024-12-04,CUST0247,PRD434,2,14.03,28.07
ORD00353,2025-11-30,CUST1296,PRD167,4,131.02,524.1
ORD00354,2025-10-14,CUST1554,PRD459,2,60.55,121.09
ORD00355,2025-07-21,CUST1921,PRD446,5,177.17,885.87
ORD00356,2025-07-31,CUST1658,PRD047,1,65.62,65.62
ORD00357,2025-08-23,CUST1962,PRD309,2,156.99,313.97
ORD00358,2025-09-11,CUST1563,PRD339,1,163.37,163.37
ORD00359,2025-02-03,CUST0440,PRD019,5,118.31,591.56
ORD00360,2025-07-08,CUST1622,PRD139,5,35.8,179.0
ORD00361,2025-09-23,CUST0814,PRD134,2,65.25,130.51
ORD00362,2025-12-01,CUST0280,PRD134,4,175.0,700.0
ORD00363,2025-07-12,CUST0054,PRD146,2,74.03,148.07
ORD00364,2025-04-17,CUST1505,PRD163,1,194.09,194.09
ORD00365,2025-05-08,CUST0956,PRD372,4,103.7,414.78
ORD00366,2025-03-14,CUST0190,PRD231,4,65.62,262.47
ORD00367,2025-10-11,CUST0116,PRD494,2,145.08,290.16
ORD00368,2025-11-26,CUST1244,PRD378,2,154.83,309.65
ORD00369,2024-12-19,CUST0691,PRD452,1,131.45,131.45
ORD00370,2025-07-05,CUST1350,PRD232,1,69.88,69.88
ORD00371,2025-11-09,CUST1428,PRD239,2,167.58,335.15
ORD00372,2025-11-22,CUST1703,PRD092,3,170.14,510.43
ORD00373,2025-06-10,CUST1177,PRD432,2,85.3,170.6
ORD00374,2025-04-28,CUST1884,PRD259,5,121.64,608.19
ORD00375,2025-10-20,CUST0296,PRD377,3,112.63,337.89
ORD00376,2025-08-04,CUST0967,PRD047,2,53.25,106.5
ORD00377,2025-08-07,CUST0619,PRD132,3,90.94,272.83
ORD00378,2025-11-25,CUST1517,PRD060,3,175.22,525.65
ORD00379,2025-07-07,CUST1294,PRD278,3,55.94,167.81
ORD00380,2025-09-04,CUST0904,PRD207,1,104.41,104.41
ORD00381,2025-11-17,CUST1770,PRD316,4,16.56,66.26
ORD00382,2024-12-24,CUST1456,PRD312,1,95.73,95.73
ORD00383,2025-04-08,CUST0539,PRD287,5,173.57,867.83
ORD00384,2025-02-28,CUST0564,PRD072,2,38.75,77.51
ORD00385,2025-08-30,CUST1572,PRD021,2,66.98,133.96
ORD00386,2025-07-30,CUST0528,PRD249,2,187.64,375.27
ORD00387,2025-07-12,CUST0500,PRD146,4,181.12,724.48
ORD00388,2025-01-09,CUST1867,PRD319,2,142.62,285.23
ORD00389,2025-12-02,CUST1325,PRD429,2,8.98,17.96
ORD00390,2025-09-14,CUST0990,PRD161,1,51.35,51.35
ORD00391,2025-06-13,CUST1640,PRD013,2,77.87,155.75
ORD00392,2025-10-30,CUST1535,PRD286,3,64.95,194.84
ORD00393,2025-05-09,CUST0089,PRD119,4,141.35,565.4
ORD00394,2025-02-18,CUST0414,PRD353,3,95.55,286.65
ORD00395,2025-04-18,CUST1655,PRD161,1,17.67,17.67
ORD00396,2025-01-11,CUST0452,PRD289,5,157.55,787.75
ORD00397,2025-05-19,CUST1032,PRD069,1,124.39,124.39
ORD00398,2025-01-18,CUST0631,PRD260,4,30.44,121.77
ORD00399,2025-06-18,CUST1791,PRD107,3,126.66,379.98
ORD00400,2025-05-25,CUST0838,PRD061,2,167.07,334.14
ORD00401,2025-06-02,CUST1681,PRD449,1,82.19,82.19
ORD00402,2025-01-22,CUST1487,PRD446,4,103.11,412.46
ORD00403,2025-08-25,CUST1745,PRD259,4,44.58,178.3
ORD00404,2025-07-25,CUST1210,PRD071,2,111.14,222.29
ORD00405,2025-10-12,CUST0280,PRD238,1,134.1,134.1
ORD00406,2025-07-01,CUST0519,PRD029,1,192.22,192.22
ORD00407,2025-10-12,CUST0415,PRD365,2,196.52,393.04
ORD00408,2025-06-23,CUST0158,PRD307,5,29.04,145.22
ORD00409,2025-09-03,CUST1323,PRD336,2,45.78,91.55
